SalesID,CustID,PaymentMethod,PaymentDate,PaymentID,PaymentAmount,LoanID,Bank Name
SO246119,25193,BankTransferEMI,03-08-2024,P26322,20073.6,LDE9019,HDFC
SO246120,25855,UPI,04-08-2024,P26323,18942,LDE9020,Andhra Bank
SO246121,29939,CreditCard,04-08-2024,P26324,24900,LDE9021,Canara Bank
SO246122,28185,DebitCard,04-08-2024,P26325,132470,,ICICI
SO246123,25352,DebitCard,04-08-2024,P26326,85540,,Andhra Bank
SO246124,26055,CreditCard,04-08-2024,P26327,85950,LDE9024,Andhra Bank
SO246125,26569,UPI,04-08-2024,P26328,29025,LDE9025,Axis
SO246126,29630,BankTransfer,04-08-2024,P26329,69000,,Axis
SO246127,27549,Cash,04-08-2024,P26330,63340,,NetCash
SO246128,29845,AutoDebitEMI,04-08-2024,P26331,20826,LDE9028,Axis
SO246129,28072,BankTransferEMI,04-08-2024,P26332,56952,LDE9029,Axis
SO246130,26378,UPI,04-08-2024,P26333,26250,LDE9030,Axis
SO246131,27953,BankTransfer,04-08-2024,P26334,107000,,HDFC
SO246132,26233,Cash,04-08-2024,P26335,127500,,NetCash
SO246133,26466,CreditCard,04-08-2024,P26336,22935,LDE9033,HDFC
SO246134,25134,AutoDebitEMI,04-08-2024,P26337,23249.7,LDE9034,Axis
SO246135,25760,DebitCard,04-08-2024,P26338,276500,,HDFC
SO246136,27108,BankTransfer,04-08-2024,P26339,286000,,Andhra Bank
SO246137,26695,BankTransferEMI,04-08-2024,P26340,20556,LDE9037,Canara Bank
SO246138,30394,CreditCard,04-08-2024,P26341,79950,LDE9038,Canara Bank
SO246139,26782,BankTransfer,04-08-2024,P26342,195340,,Canara Bank
SO246140,25271,UPI,04-08-2024,P26343,85950,LDE9040,ICICI
SO246141,27172,Cash,04-08-2024,P26344,71250,,NetCash
SO246142,28171,BankTransfer,04-08-2024,P26345,306000,,ICICI
SO246143,27122,Cash,04-08-2024,P26346,115000,,NetCash
SO246144,30917,BankTransfer,04-08-2024,P26347,115321,,Canara Bank
SO246145,30583,AutoDebitEMI,04-08-2024,P26348,61950,LDE9045,Axis
SO246146,26475,BankTransferEMI,04-08-2024,P26349,27343.2,LDE9046,Andhra Bank
SO246147,27366,DebitCard,04-08-2024,P26350,157500,,HDFC
SO246148,28070,AutoDebitEMI,05-08-2024,P26351,43350,LDE9048,Canara Bank
SO246149,30235,BankTransfer,05-08-2024,P26352,72620,,Canara Bank
SO246150,25308,BankTransfer,05-08-2024,P26353,71750,,Axis
SO246151,30464,BankTransferEMI,05-08-2024,P26354,25662,LDE9051,Axis
SO246152,29028,BankTransfer,05-08-2024,P26355,116500,,Andhra Bank
SO246153,28455,AutoDebitEMI,05-08-2024,P26356,32700,LDE9053,Canara Bank
SO246154,26830,Cash,05-08-2024,P26357,53500,,NetCash
SO246155,29517,DebitCard,05-08-2024,P26358,52330,,Axis
SO246156,27203,UPI,05-08-2024,P26359,25629,LDE9056,Andhra Bank
SO246157,28706,CreditCard,05-08-2024,P26360,22950,LDE9057,Canara Bank
SO246158,28451,UPI,05-08-2024,P26361,22500,LDE9058,Axis
SO246159,25925,UPI,05-08-2024,P26362,50700,LDE9059,Axis
SO246160,30538,AutoDebitEMI,05-08-2024,P26363,18942,LDE9060,Axis
SO246161,28738,DebitCard,05-08-2024,P26364,54500,,ICICI
SO246162,26016,BankTransferEMI,05-08-2024,P26365,24000,LDE9062,Axis
SO246163,29506,DebitCard,05-08-2024,P26366,68520,,HDFC
SO246164,27196,Cash,05-08-2024,P26367,72000,,NetCash
SO246165,28656,Cash,05-08-2024,P26368,74500,,NetCash
SO246166,27719,AutoDebitEMI,05-08-2024,P26369,27493.2,LDE9066,ICICI
SO246167,25759,BankTransferEMI,05-08-2024,P26370,14850,LDE9067,Andhra Bank
SO246168,26353,AutoDebitEMI,05-08-2024,P26371,22650,LDE9068,Axis
SO246169,27046,DebitCard,05-08-2024,P26372,53000,,Andhra Bank
SO246170,25680,AutoDebitEMI,05-08-2024,P26373,25050,LDE9070,HDFC
SO246171,26533,UPI,05-08-2024,P26374,25662,LDE9071,HDFC
SO246172,29154,CreditCard,05-08-2024,P26375,21000,LDE9072,HDFC
SO246173,28165,CreditCard,05-08-2024,P26376,27637.5,LDE9073,ICICI
SO246174,27353,AutoDebitEMI,05-08-2024,P26377,24000,LDE9074,HDFC
SO246175,29238,UPI,05-08-2024,P26378,47833.5,LDE9075,HDFC
SO246176,28241,BankTransferEMI,06-08-2024,P26379,20691,LDE9076,Canara Bank
SO246177,28576,CreditCard,06-08-2024,P26380,32490.6,LDE9077,Canara Bank
SO246178,29888,DebitCard,06-08-2024,P26381,306000,,HDFC
SO246179,26572,BankTransfer,06-08-2024,P26382,73000,,ICICI
SO246180,27621,CreditCard,06-08-2024,P26383,57000,LDE9080,Canara Bank
SO246181,30112,UPI,06-08-2024,P26384,20976,LDE9081,HDFC
SO246182,28875,DebitCard,06-08-2024,P26385,69500,,Andhra Bank
SO246183,27138,BankTransfer,06-08-2024,P26386,61190,,Andhra Bank
SO246184,25953,Cash,06-08-2024,P26387,92625,,NetCash
SO246185,26566,CreditCard,06-08-2024,P26388,27990,LDE9085,Axis
SO246186,25404,DebitCard,06-08-2024,P26389,69500,,HDFC
SO246187,26414,UPI,06-08-2024,P26390,36750,LDE9087,Axis
SO246188,26589,DebitCard,06-08-2024,P26391,34000,,Andhra Bank
SO246189,27174,BankTransferEMI,06-08-2024,P26392,26850,LDE9089,Axis
SO246190,29060,AutoDebitEMI,06-08-2024,P26393,37014.9,LDE9090,HDFC
SO246191,25759,UPI,06-08-2024,P26394,21600,LDE9091,HDFC
SO246192,28413,Cash,06-08-2024,P26395,96700,,NetCash
SO246193,29475,UPI,06-08-2024,P26396,21150,LDE9093,Axis
SO246194,31006,CreditCard,06-08-2024,P26397,22950,LDE9094,ICICI
SO246195,29358,BankTransferEMI,06-08-2024,P26398,25527,LDE9095,ICICI
SO246196,26931,DebitCard,06-08-2024,P26399,43304,,Canara Bank
SO246197,27572,UPI,06-08-2024,P26400,2723.1,LDE9097,ICICI
SO246198,29104,CreditCard,06-08-2024,P26401,40350,LDE9098,Canara Bank
SO246199,25110,Cash,06-08-2024,P26402,90010,,NetCash
SO246200,27155,AutoDebitEMI,06-08-2024,P26403,24150,LDE9100,HDFC
SO246201,30288,BankTransferEMI,06-08-2024,P26404,24149.7,LDE9101,Andhra Bank
SO246202,25750,AutoDebitEMI,06-08-2024,P26405,32850,LDE9102,HDFC
SO246203,28412,Cash,06-08-2024,P26406,93300,,NetCash
SO246204,25650,UPI,07-08-2024,P26407,34800,LDE9104,Andhra Bank
SO246205,29327,DebitCard,07-08-2024,P26408,66412,,Andhra Bank
SO246206,25343,BankTransferEMI,07-08-2024,P26409,20685,LDE9106,Canara Bank
SO246207,30406,Cash,07-08-2024,P26410,43804,,NetCash
SO246208,26880,Cash,07-08-2024,P26411,55023,,NetCash
SO246209,28195,BankTransferEMI,07-08-2024,P26412,24135,LDE9109,Axis
SO246210,25965,UPI,07-08-2024,P26413,34596.3,LDE9110,Andhra Bank
SO246211,30522,BankTransfer,07-08-2024,P26414,124000,,Canara Bank
SO246212,30365,UPI,07-08-2024,P26415,25629,LDE9112,Andhra Bank
SO246213,25413,Cash,07-08-2024,P26416,63340,,NetCash
SO246214,30519,UPI,07-08-2024,P26417,28350,LDE9114,Andhra Bank
SO246215,30566,CreditCard,07-08-2024,P26418,23100,LDE9115,Andhra Bank
SO246216,28532,UPI,07-08-2024,P26419,21600,LDE9116,ICICI
SO246217,29792,AutoDebitEMI,07-08-2024,P26420,17742,LDE9117,Axis
SO246218,30861,BankTransferEMI,07-08-2024,P26421,20550,LDE9118,Axis
SO246219,28209,Cash,07-08-2024,P26422,157500,,NetCash
SO246220,29148,BankTransferEMI,07-08-2024,P26423,19050,LDE9120,Canara Bank
SO246221,30427,BankTransferEMI,07-08-2024,P26424,21375,LDE9121,HDFC
SO246222,28744,CreditCard,07-08-2024,P26425,40350,LDE9122,Canara Bank
SO246223,27376,BankTransfer,07-08-2024,P26426,286500,,ICICI
SO246224,30360,Cash,07-08-2024,P26427,68470,,NetCash
SO246225,30707,BankTransferEMI,07-08-2024,P26428,22200,LDE9125,Canara Bank
SO246226,29099,Cash,07-08-2024,P26429,82000,,NetCash
SO246227,29918,DebitCard,07-08-2024,P26430,157000,,ICICI
SO246228,26643,BankTransfer,07-08-2024,P26431,98500,,Andhra Bank
SO246229,30916,BankTransferEMI,07-08-2024,P26432,37350,LDE9129,Canara Bank
SO246230,25591,UPI,07-08-2024,P26433,25779,LDE9130,Andhra Bank
SO246231,26751,CreditCard,07-08-2024,P26434,21600,LDE9131,Axis
SO246232,28886,Cash,08-08-2024,P26435,97250,,NetCash
SO246233,29815,UPI,08-08-2024,P26436,24749.7,LDE9133,HDFC
SO246234,25682,Cash,08-08-2024,P26437,72000,,NetCash
SO246235,28498,CreditCard,08-08-2024,P26438,33803.7,LDE9135,Canara Bank
SO246236,27713,UPI,08-08-2024,P26439,20826,LDE9136,Canara Bank
SO246237,28616,BankTransfer,08-08-2024,P26440,181500,,ICICI
SO246238,29714,UPI,08-08-2024,P26441,27003,LDE9138,Andhra Bank
SO246239,25868,BankTransferEMI,08-08-2024,P26442,23550,LDE9139,Canara Bank
SO246240,30690,BankTransfer,08-08-2024,P26443,177000,,Axis
SO246241,29115,AutoDebitEMI,08-08-2024,P26444,19350,LDE9141,HDFC
SO246242,26109,BankTransfer,08-08-2024,P26445,152499,,Andhra Bank
SO246243,30396,UPI,08-08-2024,P26446,28491,LDE9143,HDFC
SO246244,25544,DebitCard,08-08-2024,P26447,80500,,Canara Bank
SO246245,30356,DebitCard,08-08-2024,P26448,49114,,HDFC
SO246246,26249,AutoDebitEMI,08-08-2024,P26449,15808.8,LDE9146,Andhra Bank
SO246247,25891,BankTransfer,08-08-2024,P26450,129664,,Canara Bank
SO246248,28753,Cash,08-08-2024,P26451,109500,,NetCash
SO246249,26621,BankTransferEMI,08-08-2024,P26452,27840,LDE9149,HDFC
SO246250,28719,BankTransferEMI,08-08-2024,P26453,16350,LDE9150,Axis
SO246251,25404,BankTransfer,08-08-2024,P26454,9577,,Andhra Bank
SO246252,25399,UPI,08-08-2024,P26455,32700,LDE9152,Andhra Bank
SO246253,26543,BankTransfer,08-08-2024,P26456,71500,,Axis
SO246254,26947,Cash,08-08-2024,P26457,72500,,NetCash
SO246255,28008,BankTransferEMI,08-08-2024,P26458,47983.5,LDE9155,Andhra Bank
SO246256,30424,BankTransferEMI,08-08-2024,P26459,2873.1,LDE9156,HDFC
SO246257,30995,BankTransfer,08-08-2024,P26460,68000,,HDFC
SO246258,28131,AutoDebitEMI,08-08-2024,P26461,22200,LDE9158,Canara Bank
SO246259,28656,DebitCard,08-08-2024,P26462,82000,,ICICI
SO246260,29247,DebitCard,09-08-2024,P26463,189340,,Andhra Bank
SO246261,29488,BankTransfer,09-08-2024,P26464,181000,,Canara Bank
SO246262,28096,CreditCard,09-08-2024,P26465,27750,LDE9162,ICICI
SO246263,27729,Cash,09-08-2024,P26466,95570,,NetCash
SO246264,28120,BankTransferEMI,09-08-2024,P26467,17592,LDE9164,Axis
SO246265,26016,Cash,09-08-2024,P26468,189840,,NetCash
SO246266,30691,AutoDebitEMI,09-08-2024,P26469,24975,LDE9166,HDFC
SO246267,30291,AutoDebitEMI,09-08-2024,P26470,20865,LDE9167,HDFC
SO246268,26556,BankTransferEMI,09-08-2024,P26471,38100,LDE9168,Canara Bank
SO246269,26710,BankTransferEMI,09-08-2024,P26472,23100,LDE9169,ICICI
SO246270,28779,UPI,09-08-2024,P26473,21750,LDE9170,HDFC
SO246271,30305,DebitCard,09-08-2024,P26474,80000,,HDFC
SO246272,26852,CreditCard,09-08-2024,P26475,23250,LDE9172,Andhra Bank
SO246273,26423,Cash,09-08-2024,P26476,54000,,NetCash
SO246274,25455,BankTransferEMI,09-08-2024,P26477,25662,LDE9174,HDFC
SO246275,28963,BankTransferEMI,09-08-2024,P26478,40200,LDE9175,Andhra Bank
SO246276,30134,DebitCard,09-08-2024,P26479,67500,,ICICI
SO246277,27783,CreditCard,09-08-2024,P26480,27003,LDE9177,HDFC
SO246278,28653,UPI,09-08-2024,P26481,34200,LDE9178,HDFC
SO246279,28775,AutoDebitEMI,09-08-2024,P26482,25527,LDE9179,HDFC
SO246280,25682,BankTransferEMI,09-08-2024,P26483,27300,LDE9180,Andhra Bank
SO246281,27792,UPI,09-08-2024,P26484,34800,LDE9181,Andhra Bank
SO246282,30153,Cash,09-08-2024,P26485,281500,,NetCash
SO246283,26732,CreditCard,09-08-2024,P26486,33049.5,LDE9183,Axis
SO246284,26069,CreditCard,09-08-2024,P26487,16350,LDE9184,Axis
SO246285,28962,UPI,09-08-2024,P26488,47100,LDE9185,Axis
SO246286,26796,BankTransferEMI,09-08-2024,P26489,25377,LDE9186,Canara Bank
SO246287,29752,Cash,09-08-2024,P26490,226000,,NetCash
SO246288,27472,BankTransfer,10-08-2024,P26491,10077,,HDFC
SO246289,27104,CreditCard,10-08-2024,P26492,40963.8,LDE9189,Canara Bank
SO246290,30959,BankTransferEMI,10-08-2024,P26493,56250,LDE9190,ICICI
SO246291,25829,CreditCard,10-08-2024,P26494,32850,LDE9191,Axis
SO246292,28269,BankTransfer,10-08-2024,P26495,108302,,Andhra Bank
SO246293,30495,CreditCard,10-08-2024,P26496,21000,LDE9193,Andhra Bank
SO246294,28918,DebitCard,10-08-2024,P26497,76000,,HDFC
SO246295,26203,CreditCard,10-08-2024,P26498,47250,LDE9195,Andhra Bank
SO246296,25733,CreditCard,10-08-2024,P26499,24975,LDE9196,HDFC
SO246297,25876,Cash,10-08-2024,P26500,159945,,NetCash
SO246298,30249,Cash,10-08-2024,P26501,115500,,NetCash
SO246299,30240,BankTransfer,10-08-2024,P26502,169500,,Andhra Bank
SO246300,28342,CreditCard,10-08-2024,P26503,21750,LDE9200,ICICI
SO246301,26533,UPI,10-08-2024,P26504,27840,LDE9201,Axis
SO246302,29719,CreditCard,10-08-2024,P26505,27990,LDE9202,HDFC
SO246303,28390,Cash,10-08-2024,P26506,87500,,NetCash
SO246304,26624,AutoDebitEMI,10-08-2024,P26507,22800,LDE9204,Canara Bank
SO246305,27256,AutoDebitEMI,10-08-2024,P26508,61950,LDE9205,ICICI
SO246306,26874,BankTransfer,10-08-2024,P26509,190500,,ICICI
SO246307,28442,CreditCard,10-08-2024,P26510,24285,LDE9207,HDFC
SO246308,29333,BankTransferEMI,10-08-2024,P26511,17592,LDE9208,Canara Bank
SO246309,27505,BankTransferEMI,10-08-2024,P26512,17592,LDE9209,Andhra Bank
SO246310,28787,Cash,10-08-2024,P26513,286000,,NetCash
SO246311,29379,UPI,10-08-2024,P26514,50850,LDE9211,Andhra Bank
SO246312,26390,BankTransferEMI,10-08-2024,P26515,33000,LDE9212,Andhra Bank
SO246313,30446,DebitCard,10-08-2024,P26516,77481,,Axis
SO246314,29028,BankTransferEMI,10-08-2024,P26517,21000,LDE9214,HDFC
SO246315,25363,AutoDebitEMI,10-08-2024,P26518,54300,LDE9215,ICICI
SO246316,26412,DebitCard,11-08-2024,P26519,98500,,ICICI
SO246317,26835,BankTransfer,11-08-2024,P26520,189000,,ICICI
SO246318,27296,CreditCard,11-08-2024,P26521,23100,LDE9218,Andhra Bank
SO246319,27466,BankTransferEMI,11-08-2024,P26522,25662,LDE9219,ICICI
SO246320,26070,Cash,11-08-2024,P26523,104904,,NetCash
SO246321,26356,Cash,11-08-2024,P26524,112500,,NetCash
SO246322,26351,Cash,11-08-2024,P26525,124150,,NetCash
SO246323,30107,UPI,11-08-2024,P26526,26250,LDE9223,Canara Bank
SO246324,26537,DebitCard,11-08-2024,P26527,69500,,Andhra Bank
SO246325,30912,BankTransfer,11-08-2024,P26528,74500,,Canara Bank
SO246326,29682,BankTransferEMI,11-08-2024,P26529,37245,LDE9226,Axis
SO246327,25259,CreditCard,11-08-2024,P26530,14700,LDE9227,HDFC
SO246328,30909,DebitCard,11-08-2024,P26531,122883,,ICICI
SO246329,26725,DebitCard,11-08-2024,P26532,122883,,Canara Bank
SO246330,25384,BankTransferEMI,11-08-2024,P26533,24749.7,LDE9230,Andhra Bank
SO246331,30959,DebitCard,11-08-2024,P26534,88490,,Andhra Bank
SO246332,27216,AutoDebitEMI,11-08-2024,P26535,36750,LDE9232,Andhra Bank
SO246333,28492,UPI,11-08-2024,P26536,2873.1,LDE9233,Axis
SO246334,27797,BankTransferEMI,11-08-2024,P26537,32100,LDE9234,HDFC
SO246335,26629,AutoDebitEMI,11-08-2024,P26538,34800,LDE9235,ICICI
SO246336,26473,AutoDebitEMI,11-08-2024,P26539,25050,LDE9236,Andhra Bank
SO246337,25174,AutoDebitEMI,11-08-2024,P26540,22044,LDE9237,Canara Bank
SO246338,27190,Cash,11-08-2024,P26541,286000,,NetCash
SO246339,26110,BankTransferEMI,11-08-2024,P26542,39750,LDE9239,HDFC
SO246340,26470,AutoDebitEMI,11-08-2024,P26543,18942,LDE9240,Axis
SO246341,30019,Cash,11-08-2024,P26544,77500,,NetCash
SO246342,25999,BankTransfer,11-08-2024,P26545,136546,,Andhra Bank
SO246343,30463,BankTransfer,11-08-2024,P26546,44000,,Andhra Bank
SO246344,29717,CreditCard,12-08-2024,P26547,54471,LDE9244,Axis
SO246345,25171,BankTransferEMI,12-08-2024,P26548,57600,LDE9245,Axis
SO246346,29110,AutoDebitEMI,12-08-2024,P26549,20700,LDE9246,Axis
SO246347,25438,AutoDebitEMI,12-08-2024,P26550,29550,LDE9247,HDFC
SO246348,29088,AutoDebitEMI,12-08-2024,P26551,16050,LDE9248,HDFC
SO246349,27354,AutoDebitEMI,12-08-2024,P26552,20322,LDE9249,HDFC
SO246350,30659,BankTransferEMI,12-08-2024,P26553,37245,LDE9250,ICICI
SO246351,26972,AutoDebitEMI,12-08-2024,P26554,25779,LDE9251,Axis
SO246352,29121,AutoDebitEMI,12-08-2024,P26555,13141.2,LDE9252,Canara Bank
SO246353,26793,Cash,12-08-2024,P26556,93500,,NetCash
SO246354,25456,CreditCard,12-08-2024,P26557,23999.7,LDE9254,ICICI
SO246355,25973,AutoDebitEMI,12-08-2024,P26558,20691,LDE9255,HDFC
SO246356,26677,BankTransferEMI,12-08-2024,P26559,43350,LDE9256,Canara Bank
SO246357,28102,DebitCard,12-08-2024,P26560,112000,,Axis
SO246358,28126,AutoDebitEMI,12-08-2024,P26561,23249.7,LDE9258,ICICI
SO246359,29838,DebitCard,12-08-2024,P26562,72500,,ICICI
SO246360,27852,DebitCard,12-08-2024,P26563,68500,,HDFC
SO246361,26050,DebitCard,12-08-2024,P26564,114500,,Axis
SO246362,30001,UPI,12-08-2024,P26565,54870,LDE9262,Canara Bank
SO246363,29976,DebitCard,12-08-2024,P26566,129926,,Canara Bank
SO246364,29613,BankTransfer,12-08-2024,P26567,74000,,Axis
SO246365,26335,CreditCard,12-08-2024,P26568,21525,LDE9265,Andhra Bank
SO246366,28018,AutoDebitEMI,12-08-2024,P26569,56250,LDE9266,Axis
SO246367,29901,Cash,12-08-2024,P26570,68520,,NetCash
SO246368,25286,CreditCard,12-08-2024,P26571,31471.2,LDE9268,Andhra Bank
SO246369,30495,Cash,12-08-2024,P26572,286000,,NetCash
SO246370,28511,BankTransfer,12-08-2024,P26573,110665,,Andhra Bank
SO246371,26523,BankTransferEMI,12-08-2024,P26574,21450,LDE9271,ICICI
SO246372,30888,UPI,13-08-2024,P26575,20685,LDE9272,Andhra Bank
SO246373,29653,BankTransfer,13-08-2024,P26576,151999,,HDFC
SO246374,25474,UPI,13-08-2024,P26577,27637.5,LDE9274,HDFC
SO246375,28075,BankTransfer,13-08-2024,P26578,62640,,Andhra Bank
SO246376,28323,BankTransfer,13-08-2024,P26579,169500,,ICICI
SO246377,29516,BankTransfer,13-08-2024,P26580,48664,,ICICI
SO246378,26903,Cash,13-08-2024,P26581,110500,,NetCash
SO246379,29959,AutoDebitEMI,13-08-2024,P26582,25527,LDE9279,Andhra Bank
SO246380,27749,BankTransferEMI,13-08-2024,P26583,2723.1,LDE9280,Axis
SO246381,28752,Cash,13-08-2024,P26584,181000,,NetCash
SO246382,30061,AutoDebitEMI,13-08-2024,P26585,24750,LDE9282,ICICI
SO246383,29330,BankTransferEMI,13-08-2024,P26586,56700,LDE9283,HDFC
SO246384,28591,Cash,13-08-2024,P26587,127500,,NetCash
SO246385,29706,AutoDebitEMI,13-08-2024,P26588,24750,LDE9285,Andhra Bank
SO246386,28320,UPI,13-08-2024,P26589,21786,LDE9286,Axis
SO246387,27665,DebitCard,13-08-2024,P26590,94000,,Andhra Bank
SO246388,27756,BankTransfer,13-08-2024,P26591,71500,,Andhra Bank
SO246389,25488,Cash,13-08-2024,P26592,72500,,NetCash
SO246390,25551,Cash,13-08-2024,P26593,49614,,NetCash
SO246391,30498,BankTransferEMI,13-08-2024,P26594,24669,LDE9291,HDFC
SO246392,25519,AutoDebitEMI,13-08-2024,P26595,26250,LDE9292,Axis
SO246393,28293,CreditCard,13-08-2024,P26596,26850,LDE9293,ICICI
SO246394,26400,AutoDebitEMI,13-08-2024,P26597,24750,LDE9294,HDFC
SO246395,28665,AutoDebitEMI,13-08-2024,P26598,85950,LDE9295,HDFC
SO246396,27665,CreditCard,13-08-2024,P26599,44100,LDE9296,Canara Bank
SO246397,27028,Cash,13-08-2024,P26600,123650,,NetCash
SO246398,27279,AutoDebitEMI,13-08-2024,P26601,69300,LDE9298,Canara Bank
SO246399,26734,BankTransferEMI,13-08-2024,P26602,53250,LDE9299,Andhra Bank
SO246400,30557,BankTransferEMI,14-08-2024,P26603,91950,LDE9300,Canara Bank
SO246401,27590,UPI,14-08-2024,P26604,21375,LDE9301,Axis
SO246402,28764,CreditCard,14-08-2024,P26605,31621.2,LDE9302,Andhra Bank
SO246403,27529,BankTransfer,14-08-2024,P26606,64500,,ICICI
SO246404,29706,Cash,14-08-2024,P26607,109000,,NetCash
SO246405,25795,BankTransfer,14-08-2024,P26608,68450,,Canara Bank
SO246406,25518,BankTransferEMI,14-08-2024,P26609,22350,LDE9306,Andhra Bank
SO246407,28387,CreditCard,14-08-2024,P26610,19050,LDE9307,Axis
SO246408,29509,CreditCard,14-08-2024,P26611,39741,LDE9308,HDFC
SO246409,26466,DebitCard,14-08-2024,P26612,68470,,Axis
SO246410,26555,AutoDebitEMI,14-08-2024,P26613,27003,LDE9310,Canara Bank
SO246411,25979,BankTransferEMI,14-08-2024,P26614,56802,LDE9311,Canara Bank
SO246412,27925,Cash,14-08-2024,P26615,34500,,NetCash
SO246413,28519,UPI,14-08-2024,P26616,27450,LDE9313,ICICI
SO246414,26684,BankTransfer,14-08-2024,P26617,92000,,Andhra Bank
SO246415,30953,UPI,14-08-2024,P26618,25629,LDE9315,HDFC
SO246416,25235,UPI,14-08-2024,P26619,20849.7,LDE9316,Axis
SO246417,26787,Cash,14-08-2024,P26620,177500,,NetCash
SO246418,30202,UPI,14-08-2024,P26621,28200,LDE9318,Axis
SO246419,30936,AutoDebitEMI,14-08-2024,P26622,16200,LDE9319,Canara Bank
SO246420,26894,CreditCard,14-08-2024,P26623,29406,LDE9320,Axis
SO246421,30508,BankTransferEMI,14-08-2024,P26624,23400,LDE9321,HDFC
SO246422,27506,CreditCard,14-08-2024,P26625,19050,LDE9322,HDFC
SO246423,28398,Cash,14-08-2024,P26626,92500,,NetCash
SO246424,28848,UPI,14-08-2024,P26627,20550,LDE9324,HDFC
SO246425,29633,CreditCard,14-08-2024,P26628,23244.3,LDE9325,Canara Bank
SO246426,28981,DebitCard,14-08-2024,P26629,91000,,Axis
SO246427,28753,UPI,14-08-2024,P26630,34950,LDE9327,Axis
SO246428,28024,Cash,15-08-2024,P26631,82500,,NetCash
SO246429,28911,UPI,15-08-2024,P26632,20472,LDE9329,HDFC
SO246430,29510,CreditCard,15-08-2024,P26633,23550,LDE9330,Andhra Bank
SO246431,29314,BankTransfer,15-08-2024,P26634,81500,,Axis
SO246432,27860,Cash,15-08-2024,P26635,66940,,NetCash
SO246433,25689,CreditCard,15-08-2024,P26636,67950,LDE9333,Canara Bank
SO246434,29317,DebitCard,15-08-2024,P26637,107802,,Axis
SO246435,30328,UPI,15-08-2024,P26638,20541,LDE9335,Axis
SO246436,29964,BankTransferEMI,15-08-2024,P26639,79950,LDE9336,ICICI
SO246437,25505,UPI,15-08-2024,P26640,19050,LDE9337,Canara Bank
SO246438,26524,AutoDebitEMI,15-08-2024,P26641,38921.4,LDE9338,Axis
SO246439,28269,Cash,15-08-2024,P26642,76500,,NetCash
SO246440,29296,CreditCard,15-08-2024,P26643,67800,LDE9340,HDFC
SO246441,25495,Cash,15-08-2024,P26644,87000,,NetCash
SO246442,28593,BankTransferEMI,15-08-2024,P26645,33803.7,LDE9342,ICICI
SO246443,28675,CreditCard,15-08-2024,P26646,25050,LDE9343,Andhra Bank
SO246444,28408,AutoDebitEMI,15-08-2024,P26647,22950,LDE9344,HDFC
SO246445,25483,CreditCard,15-08-2024,P26648,15699,LDE9345,ICICI
SO246446,29973,CreditCard,15-08-2024,P26649,16350,LDE9346,Andhra Bank
SO246447,27780,BankTransfer,15-08-2024,P26650,129926,,ICICI
SO246448,25818,DebitCard,15-08-2024,P26651,94970,,Canara Bank
SO246449,26146,BankTransfer,15-08-2024,P26652,107000,,ICICI
SO246450,30279,CreditCard,15-08-2024,P26653,32100,LDE9350,Canara Bank
SO246451,28006,DebitCard,15-08-2024,P26654,109500,,Axis
SO246452,26671,BankTransfer,15-08-2024,P26655,75500,,Canara Bank
SO246453,26032,UPI,15-08-2024,P26656,28200,LDE9353,Canara Bank
SO246454,30844,BankTransferEMI,15-08-2024,P26657,21750,LDE9354,ICICI
SO246455,27722,Cash,15-08-2024,P26658,9577,,NetCash
SO246456,25141,AutoDebitEMI,16-08-2024,P26659,23249.7,LDE9356,HDFC
SO246457,29833,UPI,16-08-2024,P26660,16200,LDE9357,ICICI
SO246458,26966,BankTransferEMI,16-08-2024,P26661,26100,LDE9358,Andhra Bank
SO246459,30088,BankTransferEMI,16-08-2024,P26662,56850,LDE9359,Canara Bank
SO246460,29126,DebitCard,16-08-2024,P26663,89500,,ICICI
SO246461,29321,BankTransfer,16-08-2024,P26664,92125,,Andhra Bank
SO246462,26693,UPI,16-08-2024,P26665,40200,LDE9362,Canara Bank
SO246463,29559,Cash,16-08-2024,P26666,98000,,NetCash
SO246464,28386,BankTransferEMI,16-08-2024,P26667,23085,LDE9364,Canara Bank
SO246465,28577,UPI,16-08-2024,P26668,56250,LDE9365,Axis
SO246466,25546,CreditCard,16-08-2024,P26669,85800,LDE9366,Andhra Bank
SO246467,25436,BankTransfer,16-08-2024,P26670,58640,,Axis
SO246468,29558,UPI,16-08-2024,P26671,20700,LDE9368,HDFC
SO246469,27556,BankTransfer,16-08-2024,P26672,107500,,Axis
SO246470,28307,DebitCard,16-08-2024,P26673,152499,,Canara Bank
SO246471,26444,DebitCard,16-08-2024,P26674,53196,,Andhra Bank
SO246472,29195,BankTransferEMI,16-08-2024,P26675,22800,LDE9372,Andhra Bank
SO246473,25401,Cash,16-08-2024,P26676,53196,,NetCash
SO246474,26487,BankTransfer,16-08-2024,P26677,77500,,HDFC
SO246475,30438,BankTransfer,16-08-2024,P26678,96700,,ICICI
SO246476,27849,BankTransferEMI,16-08-2024,P26679,22050,LDE9376,ICICI
SO246477,26751,BankTransfer,16-08-2024,P26680,226500,,HDFC
SO246478,28221,BankTransfer,16-08-2024,P26681,69000,,Canara Bank
SO246479,29338,BankTransferEMI,16-08-2024,P26682,59250,LDE9379,Axis
SO246480,30025,BankTransfer,16-08-2024,P26683,71250,,ICICI
