SalesID,CustID,PaymentMethod,Payment Date,PaymentID,PaymentAmount,LoanID,Bank Name
SO235958,23868,Cash,29-07-2023,P15942,169000,,NetCash
SO235959,23043,CreditCard,29-07-2023,P15943,16719.6,LDC7859,HDFC
SO235960,21984,Cash,29-07-2023,P15944,124500,,NetCash
SO235961,18027,BankTransfer,29-07-2023,P15945,68970,,ICICI
SO235962,19504,DebitCard,29-07-2023,P15946,85930,,Axis
SO235963,24130,BankTransfer,29-07-2023,P15947,177500,,ICICI
SO235964,20447,Cash,29-07-2023,P15948,122500,,NetCash
SO235965,19573,BankTransfer,29-07-2023,P15949,70500,,HDFC
SO235966,18767,BankTransferEMI,29-07-2023,P15950,23085,LDC7866,Andhra Bank
SO235967,19432,BankTransfer,29-07-2023,P15951,82500,,Canara Bank
SO235968,23661,BankTransferEMI,29-07-2023,P15952,22350,LDC7868,Axis
SO235969,19093,DebitCard,29-07-2023,P15953,43304,,Axis
SO235970,18353,CreditCard,29-07-2023,P15954,23550,LDC7870,Canara Bank
SO235971,19170,DebitCard,29-07-2023,P15955,54000,,Andhra Bank
SO235972,24076,CreditCard,29-07-2023,P15956,21150,LDC7872,Axis
SO235973,23146,UPI,29-07-2023,P15957,59250,LDC7873,Andhra Bank
SO235974,19348,DebitCard,29-07-2023,P15958,107000,,Andhra Bank
SO235975,23678,BankTransferEMI,29-07-2023,P15959,56700,LDC7875,ICICI
SO235976,21445,UPI,29-07-2023,P15960,54750,LDC7876,HDFC
SO235977,19041,Cash,29-07-2023,P15961,112179,,NetCash
SO235978,24745,DebitCard,29-07-2023,P15962,72620,,Canara Bank
SO235979,20763,Cash,29-07-2023,P15963,69500,,NetCash
SO235980,21987,DebitCard,30-07-2023,P15964,74000,,Axis
SO235981,19493,BankTransferEMI,30-07-2023,P15965,3023.1,LDC7881,HDFC
SO235982,18228,UPI,30-07-2023,P15966,47833.5,LDC7882,ICICI
SO235983,18638,AutoDebitEMI,30-07-2023,P15967,17592,LDC7883,HDFC
SO235984,22053,UPI,30-07-2023,P15968,22509,LDC7884,Axis
SO235985,18983,DebitCard,30-07-2023,P15969,107500,,Canara Bank
SO235986,23241,DebitCard,30-07-2023,P15970,286500,,ICICI
SO235987,18899,Cash,30-07-2023,P15971,206500,,NetCash
SO235988,22025,UPI,30-07-2023,P15972,24000,LDC7888,Axis
SO235989,24610,UPI,30-07-2023,P15973,22050,LDC7889,Andhra Bank
SO235990,20509,AutoDebitEMI,30-07-2023,P15974,29550,LDC7890,Axis
SO235991,23705,BankTransfer,30-07-2023,P15975,127000,,ICICI
SO235992,19636,UPI,30-07-2023,P15976,21525,LDC7892,Axis
SO235993,22079,CreditCard,30-07-2023,P15977,57150,LDC7893,Canara Bank
SO235994,23041,AutoDebitEMI,30-07-2023,P15978,37200,LDC7894,Axis
SO235995,20819,DebitCard,30-07-2023,P15979,75500,,Axis
SO235996,20619,DebitCard,30-07-2023,P15980,182400,,ICICI
SO235997,22895,DebitCard,30-07-2023,P15981,92500,,HDFC
SO235998,20006,Cash,30-07-2023,P15982,181000,,NetCash
SO235999,24007,AutoDebitEMI,30-07-2023,P15983,37014.9,LDC7899,Axis
SO236000,19062,AutoDebitEMI,30-07-2023,P15984,67800,LDC7900,Canara Bank
SO236001,22017,BankTransferEMI,30-07-2023,P15985,20685,LDC7901,Canara Bank
SO236002,18202,BankTransferEMI,30-07-2023,P15986,21786,LDC7902,ICICI
SO236003,20867,BankTransfer,30-07-2023,P15987,83500,,ICICI
SO236004,24921,AutoDebitEMI,30-07-2023,P15988,18852,LDC7904,HDFC
SO236005,21305,Cash,30-07-2023,P15989,44114,,NetCash
SO236006,24932,BankTransfer,30-07-2023,P15990,70500,,Axis
SO236007,21614,DebitCard,30-07-2023,P15991,92770,,Andhra Bank
SO236008,20473,CreditCard,31-07-2023,P15992,44250,LDC7908,ICICI
SO236009,22455,UPI,31-07-2023,P15993,21000,LDC7909,Canara Bank
SO236010,18968,Cash,31-07-2023,P15994,152499,,NetCash
SO236011,21703,CreditCard,31-07-2023,P15995,24000,LDC7911,Canara Bank
SO236012,18353,BankTransfer,31-07-2023,P15996,63340,,Axis
SO236013,18699,DebitCard,31-07-2023,P15997,92800,,Axis
SO236014,20109,AutoDebitEMI,31-07-2023,P15998,27990,LDC7914,ICICI
SO236015,24682,UPI,31-07-2023,P15999,20400,LDC7915,HDFC
SO236016,22282,BankTransferEMI,31-07-2023,P16000,22650,LDC7916,Canara Bank
SO236017,21784,DebitCard,31-07-2023,P16001,81999,,Canara Bank
SO236018,18980,BankTransfer,31-07-2023,P16002,68950,,Axis
SO236019,18739,BankTransfer,31-07-2023,P16003,127000,,Axis
SO236020,21064,UPI,31-07-2023,P16004,32700,LDC7920,ICICI
SO236021,22130,AutoDebitEMI,31-07-2023,P16005,33049.5,LDC7921,Axis
SO236022,21829,BankTransfer,31-07-2023,P16006,44500,,Canara Bank
SO236023,23168,AutoDebitEMI,31-07-2023,P16007,29256,LDC7923,Canara Bank
SO236024,22624,BankTransfer,31-07-2023,P16008,107500,,Andhra Bank
SO236025,24525,BankTransferEMI,31-07-2023,P16009,18942,LDC7925,ICICI
SO236026,21087,BankTransfer,31-07-2023,P16010,231000,,Andhra Bank
SO236027,23519,DebitCard,31-07-2023,P16011,134000,,Canara Bank
SO236028,23750,DebitCard,31-07-2023,P16012,107000,,ICICI
SO236029,20814,DebitCard,31-07-2023,P16013,108302,,HDFC
SO236030,20068,AutoDebitEMI,31-07-2023,P16014,18942,LDC7930,Andhra Bank
SO236031,18596,UPI,31-07-2023,P16015,22350,LDC7931,ICICI
SO236032,18340,BankTransfer,31-07-2023,P16016,195340,,ICICI
SO236033,19902,BankTransferEMI,31-07-2023,P16017,36600,LDC7933,HDFC
SO236034,24493,CreditCard,31-07-2023,P16018,24300,LDC7934,ICICI
SO236035,24858,Cash,31-07-2023,P16019,74000,,NetCash
SO236036,22935,BankTransfer,01-08-2023,P16020,72620,,Andhra Bank
SO236037,23919,BankTransfer,01-08-2023,P16021,92125,,Axis
SO236038,24966,DebitCard,01-08-2023,P16022,53500,,Andhra Bank
SO236039,20798,BankTransfer,01-08-2023,P16023,69050,,Canara Bank
SO236040,22990,UPI,01-08-2023,P16024,32250,LDC7940,ICICI
SO236041,19037,AutoDebitEMI,01-08-2023,P16025,37245,LDC7941,HDFC
SO236042,23993,BankTransferEMI,01-08-2023,P16026,25050,LDC7942,Andhra Bank
SO236043,21947,AutoDebitEMI,01-08-2023,P16027,69450,LDC7943,Axis
SO236044,24528,CreditCard,01-08-2023,P16028,54750,LDC7944,ICICI
SO236045,19588,AutoDebitEMI,01-08-2023,P16029,24150,LDC7945,HDFC
SO236046,22396,BankTransferEMI,01-08-2023,P16030,28350,LDC7946,Andhra Bank
SO236047,24789,BankTransfer,01-08-2023,P16031,62840,,ICICI
SO236048,19190,UPI,01-08-2023,P16032,21300,LDC7948,Axis
SO236049,20655,BankTransfer,01-08-2023,P16033,195340,,Andhra Bank
SO236050,22937,CreditCard,01-08-2023,P16034,34746.3,LDC7950,HDFC
SO236051,18208,AutoDebitEMI,01-08-2023,P16035,18900,LDC7951,ICICI
SO236052,19720,BankTransfer,01-08-2023,P16036,107500,,HDFC
SO236053,20531,BankTransfer,01-08-2023,P16037,132470,,Axis
SO236054,18496,DebitCard,01-08-2023,P16038,129426,,HDFC
SO236055,22347,BankTransferEMI,01-08-2023,P16039,15699,LDC7955,HDFC
SO236056,18505,CreditCard,01-08-2023,P16040,24600,LDC7956,Canara Bank
SO236057,20456,BankTransfer,01-08-2023,P16041,93300,,HDFC
SO236058,22667,DebitCard,01-08-2023,P16042,82750,,Canara Bank
SO236059,24832,CreditCard,01-08-2023,P16043,21600,LDC7959,Canara Bank
SO236060,22387,DebitCard,01-08-2023,P16044,83000,,Canara Bank
SO236061,23652,CreditCard,01-08-2023,P16045,18507,LDC7961,HDFC
SO236062,23039,UPI,01-08-2023,P16046,20699.7,LDC7962,ICICI
SO236063,18706,BankTransfer,01-08-2023,P16047,134500,,Andhra Bank
SO236064,18405,Cash,02-08-2023,P16048,70000,,NetCash
SO236065,21705,AutoDebitEMI,02-08-2023,P16049,33049.5,LDC7965,Canara Bank
SO236066,21554,BankTransferEMI,02-08-2023,P16050,27343.2,LDC7966,HDFC
SO236067,24574,BankTransferEMI,02-08-2023,P16051,27153,LDC7967,ICICI
SO236068,21122,BankTransferEMI,02-08-2023,P16052,53100,LDC7968,ICICI
SO236069,18635,CreditCard,02-08-2023,P16053,82950,LDC7969,HDFC
SO236070,20761,Cash,02-08-2023,P16054,187500,,NetCash
SO236071,22311,BankTransferEMI,02-08-2023,P16055,22931.4,LDC7971,Andhra Bank
SO236072,18754,BankTransferEMI,02-08-2023,P16056,27003,LDC7972,Canara Bank
SO236073,20739,AutoDebitEMI,02-08-2023,P16057,25812,LDC7973,ICICI
SO236074,24758,DebitCard,02-08-2023,P16058,83000,,HDFC
SO236075,19192,UPI,02-08-2023,P16059,22350,LDC7975,HDFC
SO236076,24252,DebitCard,02-08-2023,P16060,181570,,HDFC
SO236077,18829,AutoDebitEMI,02-08-2023,P16061,27787.5,LDC7977,Axis
SO236078,18768,UPI,02-08-2023,P16062,34200,LDC7978,Axis
SO236079,18807,Cash,02-08-2023,P16063,197500,,NetCash
SO236080,23348,BankTransferEMI,02-08-2023,P16064,21600,LDC7980,Canara Bank
SO236081,20327,CreditCard,02-08-2023,P16065,23250,LDC7981,Axis
SO236082,18222,UPI,02-08-2023,P16066,20850,LDC7982,ICICI
SO236083,20555,DebitCard,02-08-2023,P16067,97200,,HDFC
SO236084,21900,BankTransferEMI,02-08-2023,P16068,2723.1,LDC7984,Canara Bank
SO236085,23822,CreditCard,02-08-2023,P16069,22650,LDC7985,ICICI
SO236086,19761,AutoDebitEMI,02-08-2023,P16070,21150,LDC7986,HDFC
SO236087,22109,BankTransfer,02-08-2023,P16071,104904,,HDFC
SO236088,18630,BankTransfer,02-08-2023,P16072,93300,,Canara Bank
SO236089,19590,AutoDebitEMI,02-08-2023,P16073,53250,LDC7989,Canara Bank
SO236090,20806,BankTransferEMI,02-08-2023,P16074,59250,LDC7990,HDFC
SO236091,23048,BankTransfer,02-08-2023,P16075,124000,,ICICI
SO236092,19685,CreditCard,03-08-2023,P16076,19050,LDC7992,HDFC
SO236093,18216,UPI,03-08-2023,P16077,32700,LDC7993,ICICI
SO236094,18051,BankTransferEMI,03-08-2023,P16078,22050,LDC7994,Andhra Bank
SO236095,20781,AutoDebitEMI,03-08-2023,P16079,27450,LDC7995,Axis
SO236096,18201,CreditCard,03-08-2023,P16080,82950,LDC7996,ICICI
SO236097,24892,Cash,03-08-2023,P16081,157500,,NetCash
SO236098,22119,BankTransfer,03-08-2023,P16082,124500,,Axis
SO236099,18707,BankTransferEMI,03-08-2023,P16083,22500,LDC7999,Andhra Bank
SO236100,24721,AutoDebitEMI,03-08-2023,P16084,22194,LDC8000,HDFC
SO236101,20355,CreditCard,03-08-2023,P16085,14599.2,LDC8001,HDFC
SO236102,20619,BankTransferEMI,03-08-2023,P16086,20550,LDC8002,Axis
SO236103,22503,Cash,03-08-2023,P16087,112500,,NetCash
SO236104,24213,UPI,03-08-2023,P16088,24669,LDC8004,ICICI
SO236105,24655,Cash,03-08-2023,P16089,92625,,NetCash
SO236106,24855,AutoDebitEMI,03-08-2023,P16090,22800,LDC8006,Axis
SO236107,24114,BankTransfer,03-08-2023,P16091,68000,,Canara Bank
SO236108,20555,BankTransferEMI,03-08-2023,P16092,23400,LDC8008,ICICI
SO236109,24293,CreditCard,03-08-2023,P16093,67950,LDC8009,HDFC
SO236110,22379,UPI,03-08-2023,P16094,29397,LDC8010,ICICI
SO236111,24606,CreditCard,03-08-2023,P16095,38977.8,LDC8011,Axis
SO236112,19372,BankTransferEMI,03-08-2023,P16096,24300,LDC8012,HDFC
SO236113,18211,Cash,03-08-2023,P16097,56232,,NetCash
SO236114,24717,Cash,03-08-2023,P16098,44000,,NetCash
SO236115,19479,UPI,03-08-2023,P16099,34596.3,LDC8015,Andhra Bank
SO236116,21723,Cash,03-08-2023,P16100,122000,,NetCash
SO236117,20833,UPI,03-08-2023,P16101,39071.4,LDC8017,ICICI
SO236118,19005,Cash,03-08-2023,P16102,92770,,NetCash
SO236119,20137,UPI,03-08-2023,P16103,22500,LDC8019,Canara Bank
SO236120,23842,UPI,04-08-2023,P16104,79800,LDC8020,ICICI
SO236121,21683,UPI,04-08-2023,P16105,26547,LDC8021,HDFC
SO236122,20649,DebitCard,04-08-2023,P16106,187000,,Axis
SO236123,23080,DebitCard,04-08-2023,P16107,93300,,HDFC
SO236124,20734,DebitCard,04-08-2023,P16108,55352,,Canara Bank
SO236125,22676,BankTransferEMI,04-08-2023,P16109,20976,LDC8025,Canara Bank
SO236126,19850,DebitCard,04-08-2023,P16110,77500,,Andhra Bank
SO236127,22190,BankTransfer,04-08-2023,P16111,122883,,HDFC
SO236128,19695,BankTransferEMI,04-08-2023,P16112,39741,LDC8028,ICICI
SO236129,19479,DebitCard,04-08-2023,P16113,73500,,Andhra Bank
SO236130,22267,CreditCard,04-08-2023,P16114,14884.2,LDC8030,HDFC
SO236131,22397,BankTransfer,04-08-2023,P16115,68970,,Axis
SO236132,18673,BankTransfer,04-08-2023,P16116,109000,,HDFC
SO236133,21868,AutoDebitEMI,04-08-2023,P16117,24900,LDC8033,Canara Bank
SO236134,21740,CreditCard,04-08-2023,P16118,20400,LDC8034,HDFC
SO236135,18214,CreditCard,04-08-2023,P16119,17592,LDC8035,Andhra Bank
SO236136,18357,Cash,04-08-2023,P16120,75000,,NetCash
SO236137,18273,CreditCard,04-08-2023,P16121,23100,LDC8037,Canara Bank
SO236138,18993,CreditCard,04-08-2023,P16122,26250,LDC8038,ICICI
SO236139,24142,Cash,04-08-2023,P16123,107802,,NetCash
SO236140,23815,DebitCard,04-08-2023,P16124,276500,,ICICI
SO236141,22861,UPI,04-08-2023,P16125,32490.6,LDC8041,Andhra Bank
SO236142,19744,BankTransfer,04-08-2023,P16126,189340,,ICICI
SO236143,24842,BankTransfer,04-08-2023,P16127,109500,,Andhra Bank
SO236144,21022,BankTransfer,04-08-2023,P16128,73480,,ICICI
SO236145,24227,BankTransferEMI,04-08-2023,P16129,20700,LDC8045,Canara Bank
SO236146,21957,DebitCard,04-08-2023,P16130,159945,,Canara Bank
SO236147,18781,BankTransfer,04-08-2023,P16131,82230,,HDFC
SO236148,23023,BankTransfer,05-08-2023,P16132,82500,,ICICI
SO236149,22896,AutoDebitEMI,05-08-2023,P16133,34596.3,LDC8049,ICICI
SO236150,24276,CreditCard,05-08-2023,P16134,20700,LDC8050,Canara Bank
SO236151,24720,Cash,05-08-2023,P16135,281500,,NetCash
SO236152,18188,Cash,05-08-2023,P16136,151999,,NetCash
SO236153,21272,BankTransfer,05-08-2023,P16137,73480,,HDFC
SO236154,19733,CreditCard,05-08-2023,P16138,59250,LDC8054,Andhra Bank
SO236155,22116,Cash,05-08-2023,P16139,74000,,NetCash
SO236156,24447,BankTransferEMI,05-08-2023,P16140,22044,LDC8056,Andhra Bank
SO236157,18344,AutoDebitEMI,05-08-2023,P16141,47250,LDC8057,Canara Bank
SO236158,18310,UPI,05-08-2023,P16142,38100,LDC8058,ICICI
SO236159,24943,BankTransfer,05-08-2023,P16143,70500,,HDFC
SO236160,19279,DebitCard,05-08-2023,P16144,276000,,ICICI
SO236161,24502,Cash,05-08-2023,P16145,70500,,NetCash
SO236162,24721,UPI,05-08-2023,P16146,21000,LDC8062,HDFC
SO236163,20399,Cash,05-08-2023,P16147,177000,,NetCash
SO236164,24551,DebitCard,05-08-2023,P16148,109500,,ICICI
SO236165,18236,BankTransferEMI,05-08-2023,P16149,20250,LDC8065,Andhra Bank
SO236166,19398,BankTransfer,05-08-2023,P16150,67000,,ICICI
SO236167,20529,DebitCard,05-08-2023,P16151,85540,,Axis
SO236168,23803,DebitCard,05-08-2023,P16152,85090,,Canara Bank
SO236169,22433,BankTransfer,05-08-2023,P16153,77500,,HDFC
SO236170,18081,Cash,05-08-2023,P16154,83500,,NetCash
SO236171,22826,Cash,05-08-2023,P16155,73980,,NetCash
SO236172,21907,AutoDebitEMI,05-08-2023,P16156,22500,LDC8072,HDFC
SO236173,19722,BankTransfer,05-08-2023,P16157,69500,,Canara Bank
SO236174,18595,BankTransfer,05-08-2023,P16158,206000,,ICICI
SO236175,21506,DebitCard,05-08-2023,P16159,107000,,Axis
SO236176,23373,AutoDebitEMI,06-08-2023,P16160,33600,LDC8076,Axis
SO236177,22150,DebitCard,06-08-2023,P16161,68520,,Axis
SO236178,18252,BankTransfer,06-08-2023,P16162,52330,,HDFC
SO236179,19313,BankTransfer,06-08-2023,P16163,97335,,HDFC
SO236180,18532,BankTransfer,06-08-2023,P16164,92500,,Canara Bank
SO236181,24048,BankTransferEMI,06-08-2023,P16165,20849.7,LDC8081,HDFC
SO236182,23025,CreditCard,06-08-2023,P16166,20691,LDC8082,Axis
SO236183,19541,BankTransfer,06-08-2023,P16167,157000,,Axis
SO236184,19370,AutoDebitEMI,06-08-2023,P16168,53100,LDC8084,HDFC
SO236185,19647,DebitCard,06-08-2023,P16169,62840,,ICICI
SO236186,24958,CreditCard,06-08-2023,P16170,24285,LDC8086,HDFC
SO236187,18678,BankTransfer,06-08-2023,P16171,67500,,Canara Bank
SO236188,23670,DebitCard,06-08-2023,P16172,137046,,Andhra Bank
SO236189,19135,UPI,06-08-2023,P16173,84300,LDC8089,HDFC
SO236190,22279,AutoDebitEMI,06-08-2023,P16174,18900,LDC8090,ICICI
SO236191,23552,BankTransferEMI,06-08-2023,P16175,24900,LDC8091,ICICI
SO236192,19434,AutoDebitEMI,06-08-2023,P16176,10350,LDC8092,ICICI
SO236193,22896,CreditCard,06-08-2023,P16177,56250,LDC8093,Andhra Bank
SO236194,19190,AutoDebitEMI,06-08-2023,P16178,32850,LDC8094,HDFC
SO236195,20255,Cash,06-08-2023,P16179,93270,,NetCash
SO236196,23212,UPI,06-08-2023,P16180,32700,LDC8096,ICICI
SO236197,24245,BankTransfer,06-08-2023,P16181,122500,,ICICI
SO236198,19601,BankTransferEMI,06-08-2023,P16182,22800,LDC8098,ICICI
SO236199,24611,AutoDebitEMI,06-08-2023,P16183,37014.9,LDC8099,ICICI
SO236200,19419,CreditCard,06-08-2023,P16184,18900,LDC8100,Canara Bank
SO236201,24223,AutoDebitEMI,06-08-2023,P16185,21636,LDC8101,Canara Bank
SO236202,20358,CreditCard,06-08-2023,P16186,20550,LDC8102,HDFC
SO236203,23316,CreditCard,06-08-2023,P16187,36600,LDC8103,Axis
SO236204,21639,UPI,07-08-2023,P16188,79950,LDC8104,Canara Bank
SO236205,18209,UPI,07-08-2023,P16189,44250,LDC8105,Axis
SO236206,23985,BankTransferEMI,07-08-2023,P16190,34596.3,LDC8106,Canara Bank
SO236207,23135,Cash,07-08-2023,P16191,54000,,NetCash
SO236208,21923,UPI,07-08-2023,P16192,16050,LDC8108,HDFC
SO236209,24447,Cash,07-08-2023,P16193,73000,,NetCash
SO236210,19716,UPI,07-08-2023,P16194,17592,LDC8110,Axis
SO236211,22782,CreditCard,07-08-2023,P16195,21750,LDC8111,Axis
SO236212,21329,UPI,07-08-2023,P16196,14449.2,LDC8112,ICICI
SO236213,18867,Cash,07-08-2023,P16197,68000,,NetCash
SO236214,18907,Cash,07-08-2023,P16198,88490,,NetCash
SO236215,21619,CreditCard,07-08-2023,P16199,34746.3,LDC8115,Canara Bank
SO236216,21388,AutoDebitEMI,07-08-2023,P16200,82950,LDC8116,HDFC
SO236217,24342,DebitCard,07-08-2023,P16201,72000,,Canara Bank
SO236218,23509,Cash,07-08-2023,P16202,75000,,NetCash
SO236219,18014,BankTransferEMI,07-08-2023,P16203,22194,LDC8119,Canara Bank
SO236220,22517,Cash,07-08-2023,P16204,83000,,NetCash
SO236221,19986,UPI,07-08-2023,P16205,39741,LDC8121,Andhra Bank
SO236222,18776,UPI,07-08-2023,P16206,20699.7,LDC8122,Canara Bank
SO236223,24372,CreditCard,07-08-2023,P16207,24300,LDC8123,Andhra Bank
SO236224,21434,DebitCard,07-08-2023,P16208,182070,,ICICI
SO236225,24726,BankTransfer,07-08-2023,P16209,194840,,Axis
SO236226,22869,AutoDebitEMI,07-08-2023,P16210,20691,LDC8126,Axis
SO236227,24259,CreditCard,07-08-2023,P16211,38250,LDC8127,Axis
SO236228,20169,AutoDebitEMI,07-08-2023,P16212,15549,LDC8128,Canara Bank
SO236229,18075,UPI,07-08-2023,P16213,32850,LDC8129,Axis
SO236230,19080,UPI,07-08-2023,P16214,53250,LDC8130,HDFC
SO236231,23604,BankTransferEMI,07-08-2023,P16215,24000,LDC8131,Canara Bank
SO236232,21937,UPI,08-08-2023,P16216,20850,LDC8132,Andhra Bank
SO236233,18145,BankTransferEMI,08-08-2023,P16217,20322,LDC8133,ICICI
SO236234,18777,BankTransferEMI,08-08-2023,P16218,23100,LDC8134,HDFC
SO236235,21266,UPI,08-08-2023,P16219,53250,LDC8135,Axis
SO236236,20772,CreditCard,08-08-2023,P16220,22931.4,LDC8136,ICICI
SO236237,20803,AutoDebitEMI,08-08-2023,P16221,54720,LDC8137,Andhra Bank
SO236238,20810,BankTransfer,08-08-2023,P16222,276500,,Canara Bank
SO236239,21797,Cash,08-08-2023,P16223,94470,,NetCash
SO236240,19090,BankTransferEMI,08-08-2023,P16224,21750,LDC8140,Axis
SO236241,19928,CreditCard,08-08-2023,P16225,19050,LDC8141,Andhra Bank
SO236242,19623,DebitCard,08-08-2023,P16226,137046,,Axis
SO236243,24185,CreditCard,08-08-2023,P16227,44250,LDC8143,Canara Bank
SO236244,23056,BankTransferEMI,08-08-2023,P16228,25050,LDC8144,Canara Bank
SO236245,21486,Cash,08-08-2023,P16229,89500,,NetCash
SO236246,24833,DebitCard,08-08-2023,P16230,115321,,ICICI
SO236247,18392,CreditCard,08-08-2023,P16231,16506.9,LDC8147,Axis
SO236248,18338,DebitCard,08-08-2023,P16232,94470,,Andhra Bank
SO236249,19993,DebitCard,08-08-2023,P16233,63000,,ICICI
SO236250,24402,BankTransfer,08-08-2023,P16234,127000,,Andhra Bank
SO236251,21303,AutoDebitEMI,08-08-2023,P16235,24669,LDC8151,HDFC
SO236252,18318,CreditCard,08-08-2023,P16236,24150,LDC8152,HDFC
SO236253,23377,Cash,08-08-2023,P16237,49500,,NetCash
SO236254,20927,BankTransferEMI,08-08-2023,P16238,21900,LDC8154,Andhra Bank
SO236255,22856,UPI,08-08-2023,P16239,20850,LDC8155,Andhra Bank
SO236256,24477,CreditCard,08-08-2023,P16240,16605.6,LDC8156,Axis
SO236257,20862,CreditCard,08-08-2023,P16241,23100,LDC8157,Axis
SO236258,18768,DebitCard,08-08-2023,P16242,61190,,Canara Bank
SO236259,22921,UPI,08-08-2023,P16243,38921.4,LDC8159,HDFC
SO236260,21080,BankTransferEMI,09-08-2023,P16244,91800,LDC8160,Andhra Bank
SO236261,23702,UPI,09-08-2023,P16245,18900,LDC8161,Andhra Bank
SO236262,24479,BankTransferEMI,09-08-2023,P16246,38899.2,LDC8162,ICICI
SO236263,22646,Cash,09-08-2023,P16247,77500,,NetCash
SO236264,20396,DebitCard,09-08-2023,P16248,52330,,HDFC
SO236265,18647,DebitCard,09-08-2023,P16249,76500,,Canara Bank
SO236266,21261,CreditCard,09-08-2023,P16250,56952,LDC8166,Axis
SO236267,22022,UPI,09-08-2023,P16251,54870,LDC8167,Axis
SO236268,18139,BankTransfer,09-08-2023,P16252,266500,,Andhra Bank
SO236269,21250,BankTransfer,09-08-2023,P16253,75000,,Andhra Bank
SO236270,23742,AutoDebitEMI,09-08-2023,P16254,20699.7,LDC8170,HDFC
SO236271,23075,Cash,09-08-2023,P16255,276500,,NetCash
SO236272,22700,DebitCard,09-08-2023,P16256,67500,,ICICI
SO236273,20524,BankTransferEMI,09-08-2023,P16257,39071.4,LDC8173,ICICI
SO236274,21606,CreditCard,09-08-2023,P16258,23085,LDC8174,ICICI
SO236275,19021,AutoDebitEMI,09-08-2023,P16259,25779,LDC8175,ICICI
SO236276,19714,BankTransfer,09-08-2023,P16260,110000,,HDFC
SO236277,23170,AutoDebitEMI,09-08-2023,P16261,23550,LDC8177,Axis
SO236278,24457,BankTransfer,09-08-2023,P16262,75500,,HDFC
SO236279,24291,CreditCard,09-08-2023,P16263,37200,LDC8179,Axis
SO236280,22230,BankTransferEMI,09-08-2023,P16264,21150,LDC8180,HDFC
SO236281,23902,CreditCard,09-08-2023,P16265,27637.5,LDC8181,Canara Bank
SO236282,23093,DebitCard,09-08-2023,P16266,97200,,Andhra Bank
SO236283,24181,DebitCard,09-08-2023,P16267,69050,,ICICI
SO236284,19438,Cash,09-08-2023,P16268,88490,,NetCash
SO236285,18054,CreditCard,09-08-2023,P16269,29200.5,LDC8185,Andhra Bank
SO236286,23332,AutoDebitEMI,09-08-2023,P16270,29200.5,LDC8186,Andhra Bank
SO236287,24634,BankTransfer,09-08-2023,P16271,44000,,Axis
SO236288,19326,AutoDebitEMI,10-08-2023,P16272,27900,LDC8188,ICICI
SO236289,18432,AutoDebitEMI,10-08-2023,P16273,21300,LDC8189,ICICI
SO236290,24600,DebitCard,10-08-2023,P16274,68450,,Andhra Bank
SO236291,20593,AutoDebitEMI,10-08-2023,P16275,53100,LDC8191,ICICI
SO236292,19835,Cash,10-08-2023,P16276,64000,,NetCash
SO236293,23038,AutoDebitEMI,10-08-2023,P16277,18507,LDC8193,Andhra Bank
SO236294,24611,UPI,10-08-2023,P16278,27450,LDC8194,HDFC
SO236295,24767,Cash,10-08-2023,P16279,187000,,NetCash
SO236296,24479,UPI,10-08-2023,P16280,26100,LDC8196,HDFC
SO236297,23773,AutoDebitEMI,10-08-2023,P16281,20865,LDC8197,Axis
SO236298,23339,DebitCard,10-08-2023,P16282,87500,,Canara Bank
SO236299,23337,CreditCard,10-08-2023,P16283,19350,LDC8199,Axis
SO236300,21026,AutoDebitEMI,10-08-2023,P16284,24750,LDC8200,HDFC
SO236301,23779,UPI,10-08-2023,P16285,25050,LDC8201,Andhra Bank
SO236302,24127,Cash,10-08-2023,P16286,73980,,NetCash
SO236303,23815,CreditCard,10-08-2023,P16287,56850,LDC8203,Axis
SO236304,21901,UPI,10-08-2023,P16288,20322,LDC8204,Axis
SO236305,19056,UPI,10-08-2023,P16289,23250,LDC8205,Canara Bank
SO236306,23008,Cash,10-08-2023,P16290,189340,,NetCash
SO236307,23875,UPI,10-08-2023,P16291,47983.5,LDC8207,Axis
SO236308,18055,BankTransferEMI,10-08-2023,P16292,40200,LDC8208,ICICI
SO236309,20089,BankTransfer,10-08-2023,P16293,96070,,Andhra Bank
SO236310,19551,UPI,10-08-2023,P16294,22650,LDC8210,Andhra Bank
SO236311,18679,DebitCard,10-08-2023,P16295,82730,,Canara Bank
SO236312,19947,Cash,10-08-2023,P16296,68000,,NetCash
SO236313,18164,Cash,10-08-2023,P16297,115821,,NetCash
SO236314,24663,BankTransferEMI,10-08-2023,P16298,20865,LDC8214,Andhra Bank
SO236315,18835,BankTransfer,10-08-2023,P16299,114500,,Axis
SO236316,19604,UPI,11-08-2023,P16300,16869.6,LDC8216,HDFC
SO236317,22058,Cash,11-08-2023,P16301,122000,,NetCash
SO236318,23182,AutoDebitEMI,11-08-2023,P16302,21150,LDC8218,Axis
SO236319,18563,DebitCard,11-08-2023,P16303,124000,,ICICI
SO236320,21192,BankTransfer,11-08-2023,P16304,129738,,ICICI
SO236321,23864,CreditCard,11-08-2023,P16305,27153,LDC8221,HDFC
SO236322,21273,DebitCard,11-08-2023,P16306,89500,,Canara Bank
SO236323,21219,DebitCard,11-08-2023,P16307,159445,,Axis
